Job Title,Company,Location,Min Salary,Max Salary,Retrieved Date
software developer,Aceit Digital Inc.,"Calgary, AB",81120.0,81120.0,2023-10-25
software developer,onsemi,"Waterloo, ON",,,2023-10-25
software developer,Titanium Agency Inc,"Waterloo, ON",75000.0,75000.0,2023-10-25
software developer,MUNDAIR CONSULTING LTD.,"Guelph, ON",89960.0,89960.0,2023-10-25
senior software developer,Go Integrations,"Toronto, ON",70000.0,75000.0,2023-10-25
software developer,Mako Financial Technologies Inc.,"Camrose, AB",87320.0,87320.0,2023-10-25
software developer,GLOBAL DEVELOPMENT WORKS LTD.,"Kitchener, ON",90480.0,90480.0,2023-10-25
software developer,"ClifyX, INC",Various locations,,,2023-10-25
software developer,Capgemini Engineering CA,"Kitchener, ON",,,2023-10-25
software developer,Voiant Group,Various locations,,,2023-10-25
software developer,VON Canada,"Ottawa, ON",65996.0,71551.0,2023-10-25
Software Developer,Titanium Agency Inc,"Waterloo, ON",,,2023-10-25
Back-end Software Engineer,Manulife,"Waterloo, ON",101964.0,129109.0,2023-10-25
Quantum Navigation Software Engineer,Quantum Valley Ideas Lab,"Waterloo, ON",70000.0,85000.0,2023-10-25
Software Developer,SHOPEDGE SOFTWARE INC,"Kitchener, ON",85000.0,110000.0,2023-10-25
"Staff Software Engineer, Workspace Abuse and Safety Protections",Google,"Waterloo, ON",,,2023-10-25
"Senior Software Developer, Google Cloud Compute",Google,"Kitchener, ON",,,2023-10-25
Software Developer,ISN Technologies,"Waterloo, ON",75118.0,95116.0,2023-10-25
Software Developer,Ricoh Canada,"Kitchener, ON",84461.0,106946.0,2023-10-25
Software Engineer,Bosch Group,"Waterloo, ON",80148.0,101486.0,2023-10-25
Senior Software Developer (Delphi),Descartes,"Waterloo, ON",117005.0,148155.0,2023-10-25
Software Engineer II,Sandvine,"Waterloo, ON",99767.0,126327.0,2023-10-25
software engineer,NAVBLUE INC,"Waterloo, ON",70000.0,110000.0,2023-10-25
Software Developer,D2L,"Kitchener, ON",94983.0,120269.0,2023-10-25
Software Developer,MarshallZehr,"Waterloo, ON",78647.0,99584.0,2023-10-25
Backend Developer,Descartes,"Waterloo, ON",87257.0,110487.0,2023-10-25
Software Engineer Coop/Intern,Sandvine,"Waterloo, ON",102710.0,130054.0,2023-10-25
Software Developer,Flanagan Foodservice,"Kitchener, ON",63404.0,80283.0,2023-10-25
"Software Engineering Manager, Group Benefits",Manulife,"Waterloo, ON",88645.0,112244.0,2023-10-25
Software Test Engineer,Linamar Corp,"Guelph, ON",78451.0,99336.0,2023-10-25
Software Developer,BicDroid Inc.,"Waterloo, ON",68117.0,86251.0,2023-10-25
ReactJS Developer,Venuiti,"Waterloo, ON",75527.0,95635.0,2023-10-25
Software Developer (Angular),Descartes,"Waterloo, ON",80088.0,101409.0,2023-10-25
Full Stack Developer,"Cloud DX, Inc.","Kitchener, ON",84746.0,107308.0,2023-10-25
C/C++ Software Developer,BicDroid Inc.,"Waterloo, ON",86516.0,109548.0,2023-10-25
Business Analyst,Open Text Corporation,"Waterloo, ON",73381.0,92917.0,2023-10-25
.NET Software Developer,ISB Global Services,"Guelph, ON",96837.0,122617.0,2023-10-25
Senior Software Engineer,NCR,"Waterloo, ON",100064.0,126704.0,2023-10-25
Software Developer in Test,onsemi,"Waterloo, ON",74662.0,94539.0,2023-10-25
Full Stack Engineer,ENERZA,"Waterloo, ON",81053.0,102632.0,2023-10-25
