Job Title,Company,Location,Min Salary,Max Salary,Retrieved Date
Sr. Android Developer,Open Text Corporation,"Waterloo, ON",96002.0,121560.0,2023-11-22
"Product Developer, Software - Advanced Research",Christie Digital Systems Inc.,"Kitchener, ON",76644.0,97048.0,2023-11-22
Technical Support Specialist,Open Text Corporation,"Waterloo, ON",52041.0,65896.0,2023-11-22
software engineer,NAVBLUE INC,"Waterloo, ON",70000.0,110000.0,2023-11-22
Senior Integration Developer,Carta,"Waterloo, ON",91155.0,115422.0,2023-11-22
Senior Dotnet Developer,Ag Energy Co-operative Ltd.,"Guelph, ON",102924.0,130324.0,2023-11-22
Software Engineering Manager,CEDENT,"Waterloo, ON",102184.0,129388.0,2023-11-22
Senior Software Engineer/Team Lead,Descartes,"Waterloo, ON",156268.0,197870.0,2023-11-22
Automation Engineer,Nfinite Nanotech,"Waterloo, ON",75456.0,95544.0,2023-11-22
"Lead Technology Specialist, BI Developer",Equitable,"Waterloo, ON",104858.0,132774.0,2023-11-22
Senior Direct3D Software Developer,ALLUDO,"Waterloo, ON",109785.0,139013.0,2023-11-22
"Intermediate Technology Specialist, Digital Developer",Equitable,"Waterloo, ON",80521.0,101958.0,2023-11-22
Full Stack Engineer,ENERZA,"Waterloo, ON",81053.0,102632.0,2023-11-22
Controls Programmer (Lead),Prime Automation Inc,"Waterloo, ON",,,2023-11-22
Vulkan Graphics Engineer - Global Remote,CoreAVI,"Waterloo, ON",99086.0,125465.0,2023-11-22
Fullstack Senior Software Developer,Geotab,"Waterloo, ON",89815.0,113725.0,2023-11-22
Sr. Software Engineer,MCAP,"Waterloo, ON",97165.0,123032.0,2023-11-22
Software Engineer - Remote (Canada),TeamViewer,"Kitchener, ON",93341.0,118190.0,2023-11-22
"Software Engineer - Remote (Waterloo, ON)",TeamViewer,"Waterloo, ON",91469.0,115821.0,2023-11-22
Software Developer,Open Text Corporation,"Waterloo, ON",72216.0,91442.0,2023-11-22
"Senior Technology Specialist, Enterprise Platforms Developer",Equitable,"Waterloo, ON",87385.0,110648.0,2023-11-22
Lead Embedded Software Developer,Molex,"Waterloo, ON",102585.0,129896.0,2023-11-22
DevOps Engineer,Palitronica Inc.,"Waterloo, ON",97397.0,123327.0,2023-11-22
Sr. Android Developer,opentext,"Waterloo, ON",96002.0,121560.0,2023-11-22
CNC Programmer/Operator,Jefferson Elora Corporation,"Elora, ON",64480.0,,2023-11-22
CNC Programmer,Artco,"Kitchener, ON",47840.0,,2023-11-22
Senior Software Developer,Geotab,"Waterloo, ON",93651.0,118584.0,2023-11-22
Senior Software Engineer - Archer (Contract),Sun Life,"Waterloo, ON",82000.0,135000.0,2023-11-22
Senior Software Developer,Brock Solutions,"Kitchener, ON",100193.0,126867.0,2023-11-22
"Lead Technology Specialist, Digital Developer",Equitable,"Waterloo, ON",99784.0,126349.0,2023-11-22
"Advisor, Business Development (University of Waterloo)",Mitacs,"Waterloo, ON",70080.0,105120.0,2023-11-22
"Intermediate Image Specialist, Product Developer",Christie Digital Systems Inc.,"Kitchener, ON",66061.0,83648.0,2023-11-22
"Product Developer, Software - Advanced Research",Christie Digital,"Kitchener, ON",78402.0,99275.0,2023-11-22
Lead Software Developer,Open Text Corporation,"Waterloo, ON",99852.0,126435.0,2023-11-22
WordPress Developer,RKD,"Guelph, ON",70359.0,89090.0,2023-11-22
Senior Engineering Manager,Carta,"Waterloo, ON",96240.0,121862.0,2023-11-22
Senior Drupal Developer,Surex,Various locations,72311.0,91562.0,2023-11-22
Java WebObjects Web Developer,LifeLearn,"Guelph, ON",78081.0,98868.0,2023-11-22
Senior Simulation Developer,OTTO Motors by Rockwell Automation,"Kitchener, ON",94378.0,119504.0,2023-11-22
Lead Software Developer,opentext,"Waterloo, ON",99852.0,126435.0,2023-11-22
Software Engineering Manager,ATS Automation Tooling Systems,"Cambridge, ON",97356.0,123275.0,2023-11-22
Production Support Specialist,Open Text Corporation,"Waterloo, ON",53157.0,67309.0,2023-11-22
M365 SharePoint Developer,University of Waterloo,"Waterloo, ON",69636.0,88175.0,2023-11-22
Staff Machine Learning Developer,FullStory,"Waterloo, ON",93029.0,117796.0,2023-11-22
Solution Developer,Zortech Solutions,"Kitchener, ON",50677.0,64169.0,2023-11-22
Technical Support Specialist,opentext,"Waterloo, ON",52041.0,65896.0,2023-11-22
Senior Software Engineer,Carta,"Waterloo, ON",104700.0,132574.0,2023-11-22
computer numerical control (CNC) programmer,Heroux Devtek,"Kitchener, ON",70000.0,85000.0,2023-11-22
Senior Controls Software Developer,OTTO Motors by Rockwell Automation,"Kitchener, ON",87859.0,111249.0,2023-11-22
Collection Development Reporting and Assessment Analyst,University of Waterloo,"Waterloo, ON",78457.0,99344.0,2023-11-22
Senior Software Developer,D2L,"Kitchener, ON",105533.0,133629.0,2023-11-22
Intermediate Control Systems Software Designer,ATS Automation Tooling Systems,"Cambridge, ON",62955.0,79715.0,2023-11-22
BHJOB15656_31081 - Junior Software Developer,Myticas Consulting,Various locations,58526.0,74107.0,2023-11-22
First Nations / Inuit / Métis - HR Digital Solution Developer,BMO Financial Group,Various locations,74245.0,94011.0,2023-11-22
"Manager, Software Engineering",Open Text Corporation,"Waterloo, ON",104308.0,132077.0,2023-11-22
"Senior Software Engineer, Computer Vision ( Hybrid)",Siemens,"Kitchener, ON",100697.0,127506.0,2023-11-22
"Senior Software Developer, Google Cloud Compute",Google,"Waterloo, ON",,,2023-11-22
Senior Software Researcher,opentext,"Waterloo, ON",82528.0,104499.0,2023-11-22
Senior/Intermediate Unix/Linux Developer,BicDroid Inc.,"Waterloo, ON",81333.0,102986.0,2023-11-22
PLC Programmer/Systems Integrator,Trited Innovation Inc-ONTARIO,"Kitchener, ON",55976.0,70878.0,2023-11-22
"Director, Organizational Effectiveness",Open Text Corporation,"Waterloo, ON",113773.0,144063.0,2023-11-22
"Senior Software Engineer - Risk Controls, Health",Cash App,"Waterloo, ON",141237.0,178838.0,2023-11-22
Senior Software Architect,Dejero Labs Inc.,"Waterloo, ON",97782.0,123813.0,2023-11-22
Senior FPGA Developer,Christie Digital Systems Inc.,"Kitchener, ON",97352.0,123270.0,2023-11-22
Full Stack Engineer,Just Play Sports Solutions LLC,"Kitchener, ON",85716.0,108535.0,2023-11-22
"Intermediate Image Specialist, Product Developer",Christie Digital,"Kitchener, ON",66503.0,84208.0,2023-11-22
Senior Industrial Simulation Developer,OTTO Motors by Rockwell Automation,"Kitchener, ON",87699.0,111046.0,2023-11-22
Software Engineering Program Manager,University of Waterloo,"Waterloo, ON",86281.0,109251.0,2023-11-22
Web Analytics Manager,Open Text Corporation,"Waterloo, ON",64507.0,81680.0,2023-11-22
Senior Dev Sec Ops Specialist,BlackBerry,"Waterloo, ON",94278.0,119377.0,2023-11-22
Production Support Specialist,opentext,"Waterloo, ON",53157.0,67309.0,2023-11-22
"Manager, Software Engineering",opentext,"Waterloo, ON",104308.0,132077.0,2023-11-22
Head of Software Development,GHD,"Waterloo, ON",133598.0,169165.0,2023-11-22
Sr. Cloud Engineer,Huxley,"Waterloo, ON",95089.0,120404.0,2023-11-22
"Senior Software Engineer, RippleNet Payments",Ripple Labs,"Kitchener, ON",114519.0,145006.0,2023-11-22
Program Manager,opentext,"Waterloo, ON",62699.0,79391.0,2023-11-22
SQL Database Administrator(Intermediate Experienced),Open Text Corporation,"Waterloo, ON",93137.0,117932.0,2023-11-22
Staff DevOps Developer,Mappedin,"Waterloo, ON",73268.0,92774.0,2023-11-22
CNC Machinist/Programmer,Guelph Manufacturing Group Inc.,"Guelph, ON",55034.0,69685.0,2023-11-22
Business Development Specialist,BicDroid Inc.,"Waterloo, ON",66394.0,84070.0,2023-11-22
"Director, Organizational Effectiveness",opentext,"Waterloo, ON",113773.0,144063.0,2023-11-22
Senior Controls System Software Designer,ATS Automation Tooling Systems,"Cambridge, ON",78510.0,99411.0,2023-11-22
"Associate Director, Data Analytics and Development",University of Waterloo,"Waterloo, ON",88417.0,111956.0,2023-11-22
Staff Perception Developer - Localization and Mapping,OTTO Motors by Rockwell Automation,"Kitchener, ON",99096.0,125478.0,2023-11-22
Lead Security Analyst,Open Text Corporation,"Waterloo, ON",93444.0,118321.0,2023-11-22
Master Data Management - Data/Process Analyst,opentext,"Waterloo, ON",86934.0,110077.0,2023-11-22
Senior ASP.NET Application Developer,RKD Web Studios,"Guelph, ON",72638.0,91976.0,2023-11-22
"Community Health Representative-Relocate to Port Hardy, B.C",Gwa'sala-'Nakwaxd'xw Nations,Various locations,49920.0,,2023-11-22
Sr. Systems Analyst - IAM,Open Text Corporation,"Waterloo, ON",73009.0,92446.0,2023-11-22
Application Developer,Stantec,"Waterloo, ON",94215.0,119297.0,2023-11-22
Business Development Manager,MEDA,"Waterloo, ON",79422.0,100566.0,2023-11-22
Program Manager,Open Text Corporation,"Waterloo, ON",62699.0,79391.0,2023-11-22
Network Engineer - IT & Cloud Infrastructure,Siemens,"Kitchener, ON",67724.0,85754.0,2023-11-22
"Vice President, Global Real Estate and Facilities",Open Text Corporation,"Waterloo, ON",97770.0,123798.0,2023-11-22
Sr. Production Support Specialist,Open Text Corporation,"Waterloo, ON",67062.0,84916.0,2023-11-22
Client Manager,opentext,"Waterloo, ON",83619.0,105881.0,2023-11-22
Sr. RPA Business Analyst,opentext,"Waterloo, ON",74081.0,93804.0,2023-11-22
Sr. Systems Analyst - IAM,opentext,"Waterloo, ON",73009.0,92446.0,2023-11-22
Sr. RPA Business Analyst,Open Text Corporation,"Waterloo, ON",74081.0,93804.0,2023-11-22
Junior Programmer - Temporary Full-Time (Recreation),St. Joseph’s,"Guelph, ON",45637.0,57787.0,2023-11-22
SRE Cloud Network Architect,NCR,"Waterloo, ON",90045.0,114017.0,2023-11-22
Web Analytics Manager,opentext,"Waterloo, ON",64507.0,81680.0,2023-11-22
Senior Software Researcher,Open Text Corporation,"Waterloo, ON",82528.0,104499.0,2023-11-22
"Vice President, Global Real Estate and Facilities",opentext,"Waterloo, ON",97770.0,123798.0,2023-11-22
Senior Control Software Engineer,Canadian Solar,"Guelph, ON",111394.0,141050.0,2023-11-22
Sr. Financial Reporting Analyst,opentext,"Waterloo, ON",65791.0,83306.0,2023-11-22
Control Systems Developer (B&R Automation Specialist),ATS Automation Tooling Systems,"Cambridge, ON",69842.0,88436.0,2023-11-22
Principal IT Software Engineer,Open Text Corporation,"Waterloo, ON",90589.0,114706.0,2023-11-22
Senior Product Security & Cloud Security Engineer,Siemens,"Kitchener, ON",101415.0,128414.0,2023-11-22
Order Administration Specialist,Open Text Corporation,"Waterloo, ON",58726.0,74360.0,2023-11-22
Lead Security Analyst,opentext,"Waterloo, ON",93444.0,118321.0,2023-11-22
Master Data Management - Data/Process Analyst,Open Text Corporation,"Waterloo, ON",86934.0,110077.0,2023-11-22
Junior Programmer - Temporary Full-Time (Recreation),St. Joseph's Health Centre Guelph,"Guelph, ON",45637.0,57787.0,2023-11-22
CNC Programmer,Héroux-Devtek Inc.,"Kitchener, ON",60055.0,76043.0,2023-11-22
Principal IT Software Engineer,opentext,"Waterloo, ON",90589.0,114706.0,2023-11-22
CNC Programmer,Chervin,"St. Clements, ON",43003.0,54452.0,2023-11-22
Employee Relations Manager,Open Text Corporation,"Waterloo, ON",76633.0,97034.0,2023-11-22
Senior Software Engineer iOS,IMS,"Waterloo, ON",95917.0,121453.0,2023-11-22
Workplace Security Manager,Open Text Corporation,"Waterloo, ON",93317.0,118161.0,2023-11-22
Sr. Program Manager (Contracts),opentext,"Waterloo, ON",69487.0,87986.0,2023-11-22
Workplace Security Manager,opentext,"Waterloo, ON",93317.0,118161.0,2023-11-22
"Senior Technology Specialist, Digital Developer",Equitable,"Waterloo, ON",84294.0,106735.0,2023-11-22
Temenos T24 Developer (Remote),HVN Solutions,"Waterloo, ON",106539.0,134902.0,2023-11-22
Sr. Revenue Operations Analyst 1,opentext,"Waterloo, ON",62406.0,79020.0,2023-11-22
Sr. Production Support Specialist,opentext,"Waterloo, ON",67062.0,84916.0,2023-11-22
Infrastructure Cloud Architect,ApplyBoard,"Kitchener, ON",108484.0,137365.0,2023-11-22
Employee Relations Manager,opentext,"Waterloo, ON",76633.0,97034.0,2023-11-22
"Developer, Application Solutions",CAA North & East Ontario,Various locations,,,2023-11-22
Senior FPGA Developer,Christie Digital,"Kitchener, ON",92342.0,116926.0,2023-11-22
Perception Team Lead - Localization and Mapping,OTTO Motors by Rockwell Automation,"Kitchener, ON",96237.0,121857.0,2023-11-22
Sr. Revenue Operations Analyst 1,Open Text Corporation,"Waterloo, ON",62406.0,79020.0,2023-11-22
Innovation Architect,Open Text Corporation,"Waterloo, ON",71719.0,90812.0,2023-11-22
Sr. Environmental Facilities Program Manager,Open Text Corporation,"Waterloo, ON",111585.0,141292.0,2023-11-22
Lead Financial Analyst,opentext,"Waterloo, ON",74256.0,94024.0,2023-11-22
Sr. Program Manager (Contracts),Open Text Corporation,"Waterloo, ON",69487.0,87986.0,2023-11-22
SQL Database Administrator(Intermediate Experienced),opentext,"Waterloo, ON",93137.0,117932.0,2023-11-22
Innovation Architect,opentext,"Waterloo, ON",71719.0,90812.0,2023-11-22
Collections Specialist (Escalations),Open Text Corporation,"Waterloo, ON",53614.0,67888.0,2023-11-22
Sr. Revenue Operations Analyst - Salesforce.com,opentext,"Waterloo, ON",50202.0,63567.0,2023-11-22
Business Development Representative,The Syscomm Group,"Waterloo, ON",50154.0,63506.0,2023-11-22
Sr. Financial Reporting Analyst,Open Text Corporation,"Waterloo, ON",65791.0,83306.0,2023-11-22
Sr. Systems Administrator,opentext,"Waterloo, ON",87250.0,110478.0,2023-11-22
Order Administration Specialist,opentext,"Waterloo, ON",58726.0,74360.0,2023-11-22
"VP, Enterprise Architecture",Open Text Corporation,"Waterloo, ON",81059.0,102639.0,2023-11-22
Sr. Systems Administrator,Open Text Corporation,"Waterloo, ON",87250.0,110478.0,2023-11-22
Lead DevOps Engineer,Sun Life,"Waterloo, ON",82000.0,135000.0,2023-11-22
Sr. Financial Analyst,opentext,"Waterloo, ON",64989.0,82291.0,2023-11-22
Sr. Site Reliability Administrator,opentext,"Waterloo, ON",97291.0,123192.0,2023-11-22
Sr. Product Manager,Open Text Corporation,"Waterloo, ON",110674.0,140139.0,2023-11-22
Sr. Revenue Operations Analyst - Salesforce.com,Open Text Corporation,"Waterloo, ON",50202.0,63567.0,2023-11-22
Lead Site Reliability Engineer,opentext,"Waterloo, ON",99945.0,126552.0,2023-11-22
Collections Specialist,Open Text Corporation,"Waterloo, ON",52321.0,66251.0,2023-11-22
"Senior Information Security Engineer,Cloud - Remote, ON",Smile Digital Health,"Kitchener, ON",122515.0,155132.0,2023-11-22
Lead Site Reliability Engineer,Open Text Corporation,"Waterloo, ON",99945.0,126552.0,2023-11-22
Sr. Product Manager,opentext,"Waterloo, ON",110674.0,140139.0,2023-11-22
Collections Specialist (Escalations),opentext,"Waterloo, ON",53614.0,67888.0,2023-11-22
Principal Security Compliance Analyst - Compliance Strategy,opentext,"Waterloo, ON",76340.0,96664.0,2023-11-22
Sr. Environmental Facilities Program Manager,opentext,"Waterloo, ON",111585.0,141292.0,2023-11-22
Client Manager,Open Text Corporation,"Waterloo, ON",83619.0,105881.0,2023-11-22
"Director, Billing Operations",opentext,"Waterloo, ON",86218.0,109171.0,2023-11-22
Collections Specialist,opentext,"Waterloo, ON",52321.0,66251.0,2023-11-22
Lead Security Compliance Analyst - Compliance Strategy,opentext,"Waterloo, ON",79794.0,101037.0,2023-11-22
"Sr. Manager, Workplace Security",Open Text Corporation,"Waterloo, ON",91312.0,115622.0,2023-11-22
"Senior Cloud Security Engineer- Remote, Ontario",Smile Digital Health,"Kitchener, ON",129190.0,163583.0,2023-11-22
Sr. Site Reliability Administrator,Open Text Corporation,"Waterloo, ON",97291.0,123192.0,2023-11-22
Digital Marketing Manager-Vendor Programs,Open Text Corporation,"Waterloo, ON",83776.0,106079.0,2023-11-22
Digital Marketing Manager-Vendor Programs,opentext,"Waterloo, ON",83776.0,106079.0,2023-11-22
"Sr. Manager, Workplace Security",opentext,"Waterloo, ON",93050.0,117823.0,2023-11-22
Lead Financial Analyst,Open Text Corporation,"Waterloo, ON",74256.0,94024.0,2023-11-22
"Director, Billing Operations",Open Text Corporation,"Waterloo, ON",86218.0,109171.0,2023-11-22
Lead Security Compliance Analyst - Compliance Strategy,Open Text Corporation,"Waterloo, ON",79794.0,101037.0,2023-11-22
Sr. Financial Analyst,Open Text Corporation,"Waterloo, ON",64989.0,82291.0,2023-11-22
Junior Programmer - Full Time (Recreation),St. Joseph’s,"Guelph, ON",45637.0,57787.0,2023-11-22
"Manager, Corporate Accounting",opentext,"Waterloo, ON",79552.0,100731.0,2023-11-22
Lead Accountant (Contractor),opentext,"Waterloo, ON",72508.0,91811.0,2023-11-22
Junior Programmer - Full Time (Recreation),St. Joseph's Health Centre Guelph,"Guelph, ON",45637.0,57787.0,2023-11-22
Key Account Business Development Leader (Global After Sales & Service),ATS Automation Tooling Systems,"Cambridge, ON",46035.0,58291.0,2023-11-22
"Community Health Representative-Relocate to Port Hardy, B.C",Gwa'sala-'Nakwaxd'xw Nations,Various locations,49920.0,,2023-11-22
"VP, Enterprise Architecture",opentext,"Waterloo, ON",81059.0,102639.0,2023-11-22
Senior Software Security Researcher,opentext,"Waterloo, ON",99008.0,125366.0,2023-11-22
