Job Title,Company,Location,Estimated Salary
Full Stack Engineer,Just Play Sports Solutions LLC,"— Kitchener, ON","Estimated: $85,716 - $108,535 a year"
Senior Cloud Ops Engineer,Magnet Forensics,"— Waterloo, ON","Estimated: $106,188 - $134,458 a year"
"Intermediate Image Specialist, Product Developer",Christie Digital,"— Kitchener, ON","Estimated: $66,503 - $84,208 a year"
WordPress Developer,RKD,"— Guelph, ON","Estimated: $70,359 - $89,090 a year"
Unreal Engine C++ Developer II - SDK,Mawari,"— Waterloo, ON","Estimated: $95,624 - $121,082 a year"
Workplace Security Manager,Open Text Corporation,"— Waterloo, ON","Estimated: $93,317 - $118,161 a year"
Senior Java Engineer - 8+ years,Venuiti,"— Kitchener, ON","Estimated: $97,730 - $123,748 a year"
Controls System Software Designer- Senior,ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $73,339 - $92,863 a year"
Sr. Software Engineer,MCAP,"— Waterloo, ON","Estimated: $97,165 - $123,032 a year"
Software Engineering Manager,ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $97,356 - $123,275 a year"
Workplace Security Manager,opentext,"— Waterloo, ON","Estimated: $93,317 - $118,161 a year"
Electrical/Controls Developer,ISN Technologies,"— Waterloo, ON","Estimated: $75,447 - $95,532 a year"
Master Data Management - Data/Process Analyst,Open Text Corporation,"— Waterloo, ON","Estimated: $86,934 - $110,077 a year"
Benefits Manager,Open Text Corporation,"— Waterloo, ON","Estimated: $84,236 - $106,661 a year"
Sr. Technical Support Specialist,Open Text Corporation,"— Waterloo, ON","Estimated: $60,453 - $76,547 a year"
Senior Mobile Developer,Sun Life,"— Waterloo, ON","$82,000 - $135,000 a year"
Client Manager,opentext,"— Waterloo, ON","Estimated: $83,619 - $105,881 a year"
Senior Software Engineer,Carta,"— Waterloo, ON","Estimated: $104,700 - $132,574 a year"
Senior Cloud Engineer,Ontario Health,— Ontario,"Estimated: $92,823 - $117,535 a year"
Senior Dotnet Developer,Ag Energy Co-operative Ltd.,"— Guelph, ON","Estimated: $102,924 - $130,324 a year"
Build System Developer,MAXON Computer,"— Waterloo, ON","Estimated: $84,898 - $107,499 a year"
"Director, Billing Operations",Open Text Corporation,"— Waterloo, ON","Estimated: $86,218 - $109,171 a year"
CNC Programmer,Chervin,"— St. Clements, ON","Estimated: $43,003 - $54,452 a year"
Network Engineer - IT & Cloud Infrastructure,Siemens,"— Kitchener, ON","Estimated: $67,724 - $85,754 a year"
Sr. Product Manager,opentext,"— Waterloo, ON","Estimated: $110,674 - $140,139 a year"
Senior Software Developer,D2L,"— Kitchener, ON","Estimated: $105,453 - $133,527 a year"
Project Manager,Ontario Health,— Ontario,"Estimated: $96,287 - $121,921 a year"
Automation Engineer,Nfinite Nanotech,"— Waterloo, ON","Estimated: $75,456 - $95,544 a year"
Technical Support Specialist,opentext,"— Waterloo, ON","Estimated: $52,041 - $65,896 a year"
Senior Software Researcher,opentext,"— Waterloo, ON","Estimated: $82,528 - $104,499 a year"
Senior Software Researcher,Open Text Corporation,"— Waterloo, ON","Estimated: $82,528 - $104,499 a year"
Senior ASP.NET Application Developer,RKD Web Studios,"— Guelph, ON","Estimated: $72,638 - $91,976 a year"
Senior Controls Software Developer,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $87,859 - $111,249 a year"
CNC Programmer,Héroux-Devtek Inc.,"— Kitchener, ON","Estimated: $60,055 - $76,043 a year"
"Director, Product Marketing",Open Text Corporation,"— Waterloo, ON","Estimated: $104,966 - $132,911 a year"
Senior Dev Sec Ops Specialist,BlackBerry,"— Waterloo, ON","Estimated: $94,278 - $119,377 a year"
Key Account Business Development Leader (Global After Sales & Service),ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $46,035 - $58,291 a year"
Sr. Production Support Specialist,opentext,"— Waterloo, ON","Estimated: $67,062 - $84,916 a year"
Business Analyst,opentext,"— Waterloo, ON","Estimated: $73,381 - $92,917 a year"
"Senior Technology Specialist, Digital Developer",Equitable,"— Waterloo, ON","Estimated: $84,294 - $106,735 a year"
CNC Machinist/Programmer,Guelph Manufacturing Group Inc.,"— Guelph, ON","Estimated: $55,034 - $69,685 a year"
Business Development Representative,The Syscomm Group,"— Waterloo, ON","Estimated: $50,154 - $63,506 a year"
SQL Database Administrator(Intermediate Experienced),Open Text Corporation,"— Waterloo, ON","Estimated: $93,137 - $117,932 a year"
Innovation Architect,Open Text Corporation,"— Waterloo, ON","Estimated: $71,719 - $90,812 a year"
DevOps Engineer,Palitronica Inc.,"— Waterloo, ON","Estimated: $97,397 - $123,327 a year"
Staff Machine Learning Developer,FullStory,"— Waterloo, ON","Estimated: $93,029 - $117,796 a year"
Client Manager,Open Text Corporation,"— Waterloo, ON","Estimated: $83,619 - $105,881 a year"
Collections Specialist,Open Text Corporation,"— Waterloo, ON","Estimated: $52,321 - $66,251 a year"
Sr. Program Manager (Contracts),Open Text Corporation,"— Waterloo, ON","Estimated: $69,487 - $87,986 a year"
Jr. Full Stack Development Training & Paid Internship (SFS),Prepr,"— Guelph, ON",N/A
Apache Camel Developer,Procom,— Ontario,N/A
Senior Industrial Simulation Developer,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $87,699 - $111,046 a year"
"Sr. Director, IT PMO",opentext,"— Waterloo, ON","Estimated: $108,651 - $137,576 a year"
Sr. Revenue Operations Analyst,opentext,"— Waterloo, ON","Estimated: $60,804 - $76,992 a year"
Senior Cloud Security Operations Engineer - Remote,Revvity,"— Guelph, ON","Estimated: $118,613 - $150,190 a year"
Collections Specialist (Escalations),Open Text Corporation,"— Waterloo, ON","Estimated: $53,614 - $67,888 a year"
Sr. Financial Analyst,Open Text Corporation,"— Waterloo, ON","Estimated: $64,989 - $82,291 a year"
Lead Financial Analyst,Open Text Corporation,"— Waterloo, ON","Estimated: $74,256 - $94,024 a year"
Control Systems Software Designer,ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $62,955 - $79,715 a year"
Senior Control Software Engineer,Canadian Solar,"— Guelph, ON","Estimated: $111,394 - $141,050 a year"
"Sr. Director, IT PMO",Open Text Corporation,"— Waterloo, ON","Estimated: $108,651 - $137,576 a year"
Perception Team Lead - Localization and Mapping,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $96,237 - $121,857 a year"
Principal IT Software Engineer,opentext,"— Waterloo, ON","Estimated: $90,589 - $114,706 a year"
"Chief Architect, Cloud & Cybersecurity","Canon Medical Informatics, Inc.","— Waterloo, ON","Estimated: $77,166 - $97,710 a year"
"Vice President, Global Real Estate and Facilities",opentext,"— Waterloo, ON","Estimated: $97,770 - $123,798 a year"
"Sr. Manager, Workplace Security",Open Text Corporation,"— Waterloo, ON","Estimated: $91,312 - $115,622 a year"
Production Support Specialist,Open Text Corporation,"— Waterloo, ON","Estimated: $53,157 - $67,309 a year"
Senior Software Architect,Dejero Labs Inc.,"— Waterloo, ON","Estimated: $97,782 - $123,813 a year"
Staff Perception Developer - Localization and Mapping,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $99,096 - $125,478 a year"
Sr. Cloud Engineer,Huxley,"— Waterloo, ON","Estimated: $95,089 - $120,404 a year"
Senior Controls System Software Designer,ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $78,510 - $99,411 a year"
Sr. Systems Analyst - IAM,Open Text Corporation,"— Waterloo, ON","Estimated: $73,009 - $92,446 a year"
Collections Specialist,opentext,"— Waterloo, ON","Estimated: $52,321 - $66,251 a year"
"VP, Enterprise Architecture",Open Text Corporation,"— Waterloo, ON","Estimated: $81,059 - $102,639 a year"
Sr. Technical Support Specialist,opentext,"— Waterloo, ON","Estimated: $60,453 - $76,547 a year"
Vulkan Graphics Engineer - Global Remote,CoreAVI,"— Waterloo, ON","Estimated: $99,086 - $125,465 a year"
Lead Security Compliance Analyst - Compliance Strategy,Open Text Corporation,"— Waterloo, ON","Estimated: $79,794 - $101,037 a year"
Lead Embedded Software Developer,Molex,"— Waterloo, ON","Estimated: $102,585 - $129,896 a year"
"Director, Billing Operations",opentext,"— Waterloo, ON","Estimated: $86,218 - $109,171 a year"
Sr. Order Administration Specialist,opentext,"— Waterloo, ON","Estimated: $50,742 - $64,250 a year"
"Senior Software Engineer, RippleNet Payments",Ripple Labs,"— Kitchener, ON","Estimated: $114,519 - $145,006 a year"
Sr. Software Developer- Short-term Contract,ApplyBoard,"— Kitchener, ON","Estimated: $77,458 - $98,079 a year"
Senior Simulation Developer,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $94,378 - $119,504 a year"
"Senior Software Engineer - Risk Controls, Health",Cash App,"— Kitchener-Waterloo, ON","Estimated: $141,237 - $178,838 a year"
Digital Marketing Manager-Vendor Programs,Open Text Corporation,"— Waterloo, ON","Estimated: $83,776 - $106,079 a year"
SRE Cloud Network Engineer,NCR,"— Waterloo, ON","Estimated: $100,645 - $127,439 a year"
"Director, Product Marketing",opentext,"— Waterloo, ON","Estimated: $104,966 - $132,911 a year"
Principal IT Software Engineer,Open Text Corporation,"— Waterloo, ON","Estimated: $90,589 - $114,706 a year"
Senior IT Technology Risk Analyst,Open Text Corporation,"— Waterloo, ON","Estimated: $82,924 - $105,000 a year"
Production Support Specialist,opentext,"— Waterloo, ON","Estimated: $53,157 - $67,309 a year"
Senior IT Technology Risk Analyst,opentext,"— Waterloo, ON","Estimated: $82,924 - $105,000 a year"
Sr. Financial Analyst,opentext,"— Waterloo, ON","Estimated: $64,989 - $82,291 a year"
Master Data Management - Data/Process Analyst,opentext,"— Waterloo, ON","Estimated: $86,934 - $110,077 a year"
"Sr. Manager, Workplace Security",opentext,"— Waterloo, ON","Estimated: $93,050 - $117,823 a year"
Digital Marketing Manager-Vendor Programs,opentext,"— Waterloo, ON","Estimated: $83,776 - $106,079 a year"
Lead Financial Analyst,opentext,"— Waterloo, ON","Estimated: $74,256 - $94,024 a year"
Benefits Manager,opentext,"— Waterloo, ON","Estimated: $84,236 - $106,661 a year"
Senior Software Engineer iOS,IMS,"— Waterloo, ON","Estimated: $95,917 - $121,453 a year"
Innovation Architect,opentext,"— Waterloo, ON","Estimated: $71,719 - $90,812 a year"
Infrastructure Cloud Architect,ApplyBoard,"— Kitchener, ON","Estimated: $108,484 - $137,365 a year"
Lead Accountant (Contractor),Open Text Corporation,"— Waterloo, ON","Estimated: $72,508 - $91,811 a year"
Collections Specialist (Escalations),opentext,"— Waterloo, ON","Estimated: $53,614 - $67,888 a year"
Sr. Systems Administrator,Open Text Corporation,"— Waterloo, ON","Estimated: $87,250 - $110,478 a year"
Sr. Program Manager (Contracts),opentext,"— Waterloo, ON","Estimated: $69,487 - $87,986 a year"
SQL Database Administrator(Intermediate Experienced),opentext,"— Waterloo, ON","Estimated: $93,137 - $117,932 a year"
Sr. Site Reliability Administrator,opentext,"— Waterloo, ON","Estimated: $97,291 - $123,192 a year"
309A Lead Electrician/Controls Technician/Programmer,DCA Controls,— Ontario,$30 - $42 an hour
Sr. Systems Administrator,opentext,"— Waterloo, ON","Estimated: $87,250 - $110,478 a year"
Sr. Systems Analyst - IAM,opentext,"— Waterloo, ON","Estimated: $73,009 - $92,446 a year"
Sr. Site Reliability Administrator,Open Text Corporation,"— Waterloo, ON","Estimated: $97,291 - $123,192 a year"
Principal Security Compliance Analyst - Compliance Strategy,opentext,"— Waterloo, ON","Estimated: $76,187 - $96,470 a year"
"VP, Enterprise Architecture",opentext,"— Waterloo, ON","Estimated: $81,059 - $102,639 a year"
Senior Product Security & Cloud Security Engineer,Siemens,"— Kitchener, ON","Estimated: $101,415 - $128,414 a year"
Principal GCP Cloud Solutions Architect,opentext,"— Waterloo, ON","Estimated: $74,417 - $94,228 a year"
Lead Security Compliance Analyst - Compliance Strategy,opentext,"— Waterloo, ON","Estimated: $79,794 - $101,037 a year"
"Sr. Manager, Corporate Accounting",Open Text Corporation,"— Waterloo, ON","Estimated: $81,315 - $102,963 a year"
Lead Site Reliability Engineer,opentext,"— Waterloo, ON","Estimated: $99,945 - $126,552 a year"
Digital Marketing Manager-ABM,Open Text Corporation,"— Waterloo, ON","Estimated: $77,817 - $98,534 a year"
Digital Marketing Manager-ABM,opentext,"— Waterloo, ON","Estimated: $77,817 - $98,534 a year"
"Senior Cloud Security Engineer- Remote, Ontario",Smile DH,"— Kitchener, ON","Estimated: $129,190 - $163,583 a year"
Lead Accountant (Contractor),opentext,"— Waterloo, ON","Estimated: $72,508 - $91,811 a year"
Lead Site Reliability Engineer,Open Text Corporation,"— Waterloo, ON","Estimated: $99,945 - $126,552 a year"
Principal GCP Cloud Solutions Architect,Open Text Corporation,"— Waterloo, ON","Estimated: $74,417 - $94,228 a year"
"Sr. Manager, Renewals",Open Text Corporation,"— Waterloo, ON","Estimated: $79,929 - $101,208 a year"
"Sr. Manager, Renewals",opentext,"— Waterloo, ON","Estimated: $79,929 - $101,208 a year"
