Job Title,Company,Location,Min Salary,Max Salary,Retrieved Date
Sr. Systems Analyst - IAM,opentext,"Waterloo, ON",73009,92446,2023-10-18
Master Data Management - Data/Process Analyst,Open Text Corporation,"Waterloo, ON",86934,110077,2023-10-18
Computer Programming - Subject Matter Expert (SME),Robertson College,Various locations,72580,91903,2023-10-18
Senior Cloud Engineer,Ontario Health,Various locations,92823,117535,2023-10-18
FPGA Developer,Christie Digital Systems Inc.,"Kitchener, ON",82333,104252,2023-10-18
2024 Research Scientist at Perimeter Institute (CHORD radio telescope),Perimeter Institute for Theoretical Physics,"Waterloo, ON",95000,95000,2023-10-18
"Intermediate Technology Specialist, Digital Developer",Equitable Life of Canada,"Waterloo, ON",85229,107919,2023-10-18
PLC Programmer/Systems Integrator,Trited Innovation Inc-ONTARIO,"Kitchener, ON",55976,70878,2023-10-18
Principal Cloud Engineer,BMO Financial Group,Various locations,112974,143051,2023-10-18
Senior Direct3D Software Developer,ALLUDO,"Waterloo, ON",109785,139013,2023-10-18
Business Development Manager,MEDA,"Waterloo, ON",79422,100566,2023-10-18
Intermediate Control Systems Software Designer,ATS Automation Tooling Systems,"Cambridge, ON",62955,79715,2023-10-18
"Senior Software Engineer - Risk Controls, Health",Cash App,"Waterloo, ON",141237,178838,2023-10-18
Electrical/Controls Developer,ISN Technologies,"Waterloo, ON",75447,95532,2023-10-18
Senior Software Security Researcher,Open Text Corporation,"Waterloo, ON",99008,125366,2023-10-18
Principal IT Software Engineer,Open Text Corporation,"Waterloo, ON",90589,114706,2023-10-18
Senior ASP.NET Application Developer,RKD Web Studios,"Guelph, ON",72638,91976,2023-10-18
CNC Programmer/Setter/CAMWorks,Trited Innovation Inc-Cambridge - ONTARIO,"Guelph, ON",45760,,2023-10-18
Sr. Software Developer,opentext,"Waterloo, ON",95129,120454,2023-10-18
CNC Programmer,Héroux-Devtek Inc.,"Kitchener, ON",60055,76043,2023-10-18
Cloud DevOps Engineer/Architect,Procom,Various locations,,,2023-10-18
Senior IT Technology Risk Analyst,Open Text Corporation,"Waterloo, ON",82924,105000,2023-10-18
"Senior Software Engineer, RippleNet Payments",Ripple Labs,"Kitchener, ON",114519,145006,2023-10-18
Senior Test Automation Developer,LogiSense Corporation,"Kitchener, ON",106510,134865,2023-10-18
Senior Cloud Security Operations Engineer - Remote,Revvity,"Guelph, ON",118613,150190,2023-10-18
"Advisor, Business Development (University of Waterloo)",Mitacs,"Waterloo, ON",83063,105177,2023-10-18
"Program Manager, Corporate Giving",opentext,"Waterloo, ON",87827,111209,2023-10-18
Jr. Application Developer,The Judge Group,"Elmira, ON",,,2023-10-18
Senior DevOps Engineer,ISG Search Inc,Various locations,98974,125323,2023-10-18
"Senior .Net Full Stack Developer (onsite Cambridge, ON)",VectorVue,"Kitchener, ON",,,2023-10-18
Software Engineer – DevOps,Magnet Forensics,"Waterloo, ON",81036,102610,2023-10-18
Senior Software Security Researcher,opentext,"Waterloo, ON",99008,125366,2023-10-18
Lead Systems Analyst,Open Text Corporation,"Waterloo, ON",92034,116535,2023-10-18
Sr. Principal Software Architect,Open Text Corporation,"Waterloo, ON",111782,141540,2023-10-18
Senior Software Developer,Magnet Forensics,"Waterloo, ON",92563,117205,2023-10-18
Controls System Software Designer- Senior,ATS Automation Tooling Systems,"Cambridge, ON",73339,92863,2023-10-18
Sr. Client Manager,Open Text Corporation,"Waterloo, ON",83619,105881,2023-10-18
Sr. Site Reliability Administrator,opentext,"Waterloo, ON",97291,123192,2023-10-18
"Educational Developer, Indigenous Knowledges",University of Waterloo,"Waterloo, ON",70507,89278,2023-10-18
Client Director,opentext,"Waterloo, ON",97850,123900,2023-10-18
Business Development Specialist,BicDroid Inc.,"Waterloo, ON",64477,81642,2023-10-18
Senior Perception Developer - Calibration and Sensors,OTTO Motors by Rockwell Automation,"Kitchener, ON",99139,125532,2023-10-18
Principal Network Specialist,Open Text Corporation,"Waterloo, ON",76996,97494,2023-10-18
Sr. Principal Software Architect,opentext,"Waterloo, ON",111782,141540,2023-10-18
computer numerical control (CNC) programmer,Heroux Devtek,"Kitchener, ON",70000,85000,2023-10-18
Cloud Automation Tools Engineer/Architect - RHEL 8.x / 9.x & Windows 2019 & 202,Procom,Various locations,,,2023-10-18
JR00087402 Senior Software Engineer (.NET/ Powershell),Sun Life,"Waterloo, ON",82000,135000,2023-10-18
Staff Machine Learning Developer,FullStory,"Waterloo, ON",101315,128287,2023-10-18
Perception Team Lead - Localization and Mapping,OTTO Motors by Rockwell Automation,"Kitchener, ON",96237,121857,2023-10-18
Collections Specialist (Escalations),opentext,"Waterloo, ON",59261,75038,2023-10-18
Application Developer,Stantec,"Waterloo, ON",94215,119297,2023-10-18
Sr. Systems Administrator,Open Text Corporation,"Waterloo, ON",87250,110478,2023-10-18
Senior Mobile Developer,Sun Life,"Waterloo, ON",82000,135000,2023-10-18
Lead Systems Analyst,opentext,"Waterloo, ON",92034,116535,2023-10-18
Program Director,Open Text Corporation,"Waterloo, ON",79244,100341,2023-10-18
"Chief Architect, Cloud & Cybersecurity","Canon Medical Informatics, Inc.","Waterloo, ON",77166,97710,2023-10-18
Lead Privacy Analyst,Open Text Corporation,"Waterloo, ON",76506,96874,2023-10-18
"Senior Team Lead, Software Development",Geotab,"Waterloo, ON",107422,136020,2023-10-18
Temenos T24 Developer (Remote),HVN Solutions,"Waterloo, ON",106539,134902,2023-10-18
Sr. Software Developer,Open Text Corporation,"Waterloo, ON",95129,120454,2023-10-18
"Sr. Director, IT PMO",Open Text Corporation,"Waterloo, ON",108651,137576,2023-10-18
Electrical Design & PLC Programmer (Automation Exp),Barrie Welding & Machine,Various locations,56885,72030,2023-10-18
"CNC Mid to Large Lathe Machinist (""Programmer"")",BARRIE WELDING & MACHINE,Various locations,58240,,2023-10-18
Infrastructure Cloud Architect,ApplyBoard,"Kitchener, ON",108484,137365,2023-10-18
Vulkan Graphics Engineer - Global Remote,CoreAVI,"Waterloo, ON",99086,125465,2023-10-18
Sr. Systems Administrator,opentext,"Waterloo, ON",87250,110478,2023-10-18
Senior Controls System Software Designer,ATS Automation Tooling Systems,"Cambridge, ON",78510,99411,2023-10-18
Engineering Communications Education Developer,University of Waterloo,"Waterloo, ON",74452,94273,2023-10-18
Sr. Software Developer- Short-term Contract,ApplyBoard,"Kitchener, ON",77458,98079,2023-10-18
Senior Industrial Simulation Developer,OTTO Motors by Rockwell Automation,"Kitchener, ON",87699,111046,2023-10-18
Business Development Representative,The Syscomm Group,"Waterloo, ON",50183,63543,2023-10-18
"Director, Billing Operations",opentext,"Waterloo, ON",92894,117624,2023-10-18
"Senior React Native Engineer - Afterpay, Cash App",Cash App,"Waterloo, ON",139063,176085,2023-10-18
Program Director,opentext,"Waterloo, ON",79244,100341,2023-10-18
Senior Software Quality Engineer – SAP BW (SAP Business Warehouse),Sun Life,"Waterloo, ON",82000,135000,2023-10-18
Sr. Site Reliability Administrator,Open Text Corporation,"Waterloo, ON",97291,123192,2023-10-18
Principal GCP Cloud Solutions Architect,opentext,"Waterloo, ON",74417,94228,2023-10-18
"Maternal Child Health Nurse Coordinator-Relocate to Port Hardy, B.C",Gwa'sala-'Nakwaxd'xw Nations,Various locations,82396,104332,2023-10-18
"Director, Billing Operations",Open Text Corporation,"Waterloo, ON",92894,117624,2023-10-18
Principal Security Compliance Analyst - Compliance Strategy,opentext,"Waterloo, ON",76187,96470,2023-10-18
Client Director,Open Text Corporation,"Waterloo, ON",65563,83018,2023-10-18
Lead Revenue Operations Analyst,Open Text Corporation,"Waterloo, ON",77286,97861,2023-10-18
Lead Revenue Operations Analyst,opentext,"Waterloo, ON",77286,97861,2023-10-18
"Program Manager, Corporate Giving",Open Text Corporation,"Waterloo, ON",87827,111209,2023-10-18
Principal Security Compliance Analyst - Compliance Strategy,Open Text Corporation,"Waterloo, ON",76187,96470,2023-10-18
Principal GCP Cloud Solutions Architect,Open Text Corporation,"Waterloo, ON",74417,94228,2023-10-18
Lead Site Reliability Engineer,opentext,"Waterloo, ON",99945,126552,2023-10-18
Bilingual Customer Support Representative - (French),opentext,"Waterloo, ON",39896,50517,2023-10-18
Bilingual Customer Support Representative - (French),Open Text Corporation,"Waterloo, ON",39896,50517,2023-10-18
Control Systems Software Designer,ATS Automation Tooling Systems,"Cambridge, ON",62955,79715,2023-10-18
Control Systems Developer (B&R Automation Specialist),ATS Automation Tooling Systems,"Cambridge, ON",69842,88436,2023-10-18
Health Records Tech Coder,Grand River Hospital,"Kitchener, ON",46065,58328,2023-10-18
Lead Site Reliability Engineer,Open Text Corporation,"Waterloo, ON",99945,126552,2023-10-18
Principal IT Software Engineer,opentext,"Waterloo, ON",90589,114706,2023-10-18
Sr. Client Manager,opentext,"Waterloo, ON",83619,105881,2023-10-18
Job Developer/Employment Counsellor,2nd Chance Employment Counselling,"Guelph, ON",,,2023-10-18
"Senior Cloud Security Engineer- Remote, Ontario",Smile DH,"Kitchener, ON",129190,163583,2023-10-18
